id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13188501,"Beacon Hill Studio, close to Mass Gen & T Station",38997,Michelle,,Beacon Hill,42.36104,-71.07129,Entire home/apt,96,29,16,2020-03-14,0.27,11,365
13239143,Small Room Renovated House Walk/Bus to Redline,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,36,91,7,2018-06-20,0.12,31,365
13239882,Off-St. Parking Large Room Clean Renovated House,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,36,91,0,,,31,365
13242393,Renovated House near Subway/Rail Everything New,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,36,91,3,2017-06-29,0.05,31,365
13249829,Sunny and renovated 2 BDR in Beacon Hill,741190,,,Beacon Hill,42.35964,-71.06967,Entire home/apt,129,45,7,2019-08-28,0.12,1,0
13249923,"Walk/Bus to Redline/Rail stations, Private Balcony",18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,36,91,3,2017-10-29,0.05,31,365
13258244,Comfortable quite room.,67103816,Firlian,,Roxbury,42.31837,-71.09037,Private room,30,30,13,2020-09-19,0.22,9,23
13266133,My room by the Red Line T (Shawmut),57812241,Alexia,,Dorchester,42.29197,-71.06399,Private room,79,91,5,2019-04-17,0.08,8,160
13279826,A large pleasant bright room near longwood,32452915,Tian,,Mission Hill,42.33119,-71.11893,Private room,95,30,31,2020-10-02,0.54,2,342
13298137,EZ to Downtown/Longwood Off-St Parking Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,33,91,2,2017-01-24,0.03,31,365
13333623,Spacious One bedroom in South Boston's East side,17842524,Ryan,,South Boston,42.33234,-71.04269,Entire home/apt,175,91,0,,,1,0
13378923,Montgomery Place - Studio (Room 6),75997654,Kathe,,South End,42.34347,-71.07368,Entire home/apt,100,29,159,2020-09-19,2.75,3,176
13378936,Montgomery Place - One Bedroom,75997654,Kathe,,South End,42.34347,-71.07368,Entire home/apt,66,29,132,2021-04-03,2.25,3,102
13391640,Back Bay Apt - Close and Convenient to Everywhere,6032648,Madison,,Back Bay,42.35523,-71.07589,Entire home/apt,200,91,12,2016-08-30,0.20,1,0
13393418,☆BostonAirport/T/Downtown/TDgarden/Convention Ctr☆,76181684,Baljinder,,East Boston,42.37611,-71.03578,Entire home/apt,135,3,557,2020-03-23,9.63,1,1
13394184,East Boston Student Sublet $800/month,60246341,Seamus,,East Boston,42.36946,-71.03422,Private room,30,91,0,,,1,0
13422887,"Small Room, Off-St. Parking, AC, Renovated Clean",18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,35,91,1,2016-08-28,0.02,31,365
13478868,Brighton-Allston quiet neighborhood/furnished,77158766,Eunice,,Brighton,42.35887,-71.14571,Private room,41,91,7,2019-12-20,0.12,5,365
13494185,Montgomery Place - Parlor Room (Room 2),75997654,Kathe,,South End,42.34382,-71.07368,Entire home/apt,57,29,167,2021-04-19,2.88,3,99
13510994,Incredible Apartment,28749942,Lorena & Ivan (Myhomelike),,South Boston Waterfront,42.35065,-71.04466,Entire home/apt,175,91,24,2017-11-05,0.41,2,31
13513696,2BR South End Splendor w/ Private Deck,48600417,Max,,Roxbury,42.33913,-71.08082,Entire home/apt,150,91,0,,,1,0
13530359,Summer sublet in Allston (from 05/14),40220824,Gerard,,Allston,42.35398,-71.12871,Private room,42,91,1,2016-09-02,0.02,1,0
13546414,Walk To Beach or City 2 - Spacious Room,30342817,Piter & Stacy,,Dorchester,42.31778,-71.05794,Private room,51,29,270,2020-11-04,4.61,5,365
13555596,Beautifully renovated one bedroom,9974234,Richard,,South Boston,42.3377,-71.02886,Entire home/apt,100,91,1,2016-08-18,0.02,1,0
13578425,"Small Room near Redline & Commuter Rail, Renovated",18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,37,91,2,2017-11-23,0.04,31,365
13594886,"Modern Guest Room, Private Bath near airport/city",5997103,Andrea And Tivan,,East Boston,42.36813,-71.03471,Private room,162,1,551,2020-10-04,9.42,2,0
13613229,~*30min to Downtown*~ THE COSMOPOLITAN,14016102,Jovan,,Hyde Park,42.26169,-71.11564,Entire home/apt,101,2,162,2020-03-31,3.31,3,91
13613812,A Very Large Room - Lt Green Room,18479599,Agnieszka,,Dorchester,42.32445,-71.05828,Private room,100,91,0,,,8,365
13652844,Beautiful 2-bed near Downtown Boston!,20415645,Chris,,Fenway,42.34126,-71.09063,Entire home/apt,125,91,10,2016-08-30,0.17,1,90
13656969,Brighton - Cozy and Quiet Room in a Clean House,77158766,Eunice,,Brighton,42.36055,-71.14356,Private room,40,91,7,2019-08-17,0.13,5,365
13657486,"Large, modern 2br, 2ba renovated 6/16 with patio",79348179,Jeff,,Downtown,42.34923,-71.05648,Entire home/apt,3999,180,4,2016-08-26,0.07,1,362
13672165,"Open, light-filled condo in South Boston/South End",15166663,Tomo,,South Boston,42.34131,-71.05361,Entire home/apt,125,91,0,,,1,0
13675884,Near Redline & Commuter Rail Renovated Clean Sunny,18517776,Huggy,,Dorchester,42.30536,-71.07221,Private room,38,91,2,2016-10-09,0.03,31,365
13684319,Quiet room Peaceful neighborhood Close to Harvard,77158766,Eunice,,Brighton,42.36089,-71.14519,Private room,40,91,8,2019-12-20,0.14,5,365
13697676,Calm and cozy room in clean Apt,16052189,Jonathan,,Hyde Park,42.23543,-71.13076,Private room,28,91,11,2020-11-25,0.22,5,198
13714817,Abigayle's Bed and Breakfast M263 Q3a,32532791,Marie,,Fenway,42.35021,-71.09801,Private room,175,29,59,2020-03-08,1.04,9,0
13719227,Peaceful neighborhood Quiet room Close to Harvard,77158766,Eunice,,Brighton,42.36092,-71.14363,Private room,40,91,6,2019-06-01,0.10,5,365
13796564,Marie's Pied a Terre,81103542,Marie,,Roxbury,42.32248,-71.0806,Private room,75,91,4,2016-09-22,0.07,1,0
13797162,Sunny Artist Loft In Historic Brownstone,189855,Marla,,Roxbury,42.32203,-71.07695,Entire home/apt,150,7,136,2019-10-27,2.35,1,102
13810937,1 Bedroom in Beacon Hill,15681500,Jay,,West End,42.36187,-71.06837,Private room,85,91,2,2016-07-17,0.03,1,0
13829133,Sunny studio in JP!,45771009,Riyo,,Jamaica Plain,42.31642,-71.10672,Entire home/apt,95,20,219,2021-04-03,4.02,2,295
13830152,Room w/fast wifi-next to T stop 10 min to downtown,21745230,Jurek,,Charlestown,42.38199,-71.07675,Private room,59,29,30,2020-12-02,0.53,11,264
13863117,Cozy room(A) near T and downtown Boston,19008767,Ellen,,South Boston,42.33888,-71.04897,Private room,89,30,27,2021-04-13,0.46,5,201
13864415,"Comfy room (C) near T, convention center, downtown",19008767,Ellen,,South Boston,42.34041,-71.04984,Private room,109,91,35,2019-07-31,0.60,5,178
13866351,Beautiful and Cozy Entire Apt in Boston,45694133,Dawn,,Dorchester,42.30003,-71.0788,Entire home/apt,185,5,64,2020-10-20,1.50,2,329
13907143,Bright and very spacious private room,3155386,Lissette,,Hyde Park,42.23627,-71.12898,Private room,42,91,7,2016-10-04,0.12,1,0
13908031,"Modern Room, Private Bath near airport & city",5997103,Andrea And Tivan,,East Boston,42.3675,-71.03361,Private room,158,1,142,2020-02-15,2.44,2,0
13924495,"4B2B Near T, Boston downtown, Convention Center",19008767,Ellen,,South Boston,42.33939,-71.05072,Entire home/apt,399,29,42,2019-09-26,0.74,5,297
13926284,"Beacon Hill Apt, close to Red line and Downtown",62271680,Agathe & Morgan,,Beacon Hill,42.35914,-71.06914,Entire home/apt,150,91,2,2016-08-15,0.03,1,0
13951579,TWO FLOOR CONDO W/ PRIVATE DECK & ROOF DECK,73203009,Alex,,Charlestown,42.38421,-71.07057,Entire home/apt,153,91,17,2017-11-19,0.36,1,0
13959444,Beautiful Boston Brownstone,21609039,Susan,,Roxbury,42.34042,-71.08363,Entire home/apt,414,29,57,2020-11-20,0.99,3,301
13978700,Luxury Sunny Hill Suite G 3,14785487,Aihua,,Roxbury,42.30958,-71.08658,Entire home/apt,428,28,9,2019-04-01,0.17,4,309
13993185,Charming Beacon Hill One Bedroom,83554697,Ashley,,Beacon Hill,42.35948,-71.06747,Entire home/apt,75,29,214,2021-02-28,3.69,1,107
14035943,Gorgeous 3BR/3BA duplex Parking. Ctr. Boston MG-1,5578043,Dror,,North End,42.36424,-71.0526,Entire home/apt,310,2,122,2021-04-11,2.26,4,254
14057466,"2 BR | 1 BA  Close to DWTN & Medical, Free PRKG",30314324,Eileen,,Jamaica Plain,42.31316,-71.11279,Entire home/apt,130,5,115,2021-03-29,2.00,2,188
14071446,Twins in a peaceful room.,18896448,Sandy,,Jamaica Plain,42.32135,-71.11285,Private room,65,91,8,2016-12-06,0.14,2,0
14086516,# friendly family home,27871799,Althea,,Mattapan,42.27486,-71.077,Private room,55,1,30,2019-10-14,0.52,6,324
14105971,Tranquil Treetop Loft,79103444,,,Jamaica Plain,42.30762,-71.10968,Entire home/apt,129,29,230,2021-02-15,3.98,1,175
14109003,"3rd floor condo, 2 bedrooms, 2 decks",22290246,Kevin,,Jamaica Plain,42.32318,-71.11394,Entire home/apt,100,91,0,,,1,0
14153636,King Zen Room near Harvard Biz School - STR383892,26956083,Todd,,Allston,42.36151,-71.12658,Private room,51,3,160,2021-04-05,2.80,4,131
14186170,Large & Cozy 1 Bedroom in Center of South Boston,8985714,Tj,,South Boston,42.33194,-71.04729,Entire home/apt,260,1,48,2019-11-10,0.84,1,365
14196181,"NUSubmarine.#Boston,NU,Berklee,NEC,+Easy public T",50437930,Misha,,Roxbury,42.33614,-71.08473,Entire home/apt,140,1,148,2021-01-10,2.70,1,55
14204600,North End 2 BR | 1 BA Duplex in Little Italy,9410008,Jason,,North End,42.36704,-71.05376,Entire home/apt,230,10,191,2021-01-18,3.34,18,66
14205208,"Spectacular, Beacon Hill 2 Bedroom with roof deck",4061992,B. H.,,Beacon Hill,42.35838,-71.06896,Entire home/apt,225,29,4,2016-09-19,0.07,4,238
14242888,Blue Family  bedroom,27871799,Althea,,Mattapan,42.27441,-71.0772,Private room,55,1,65,2019-11-04,1.13,6,1
14254537,Luxury condo in the heart of JP,11722054,Nina,,Jamaica Plain,42.31258,-71.11204,Entire home/apt,160,10,15,2021-02-19,0.26,1,19
14319414,Luxury 2BD Southie Condo Near Seaport w/ Roof Deck,66436691,Andrew & Jen,,South Boston,42.33935,-71.05001,Entire home/apt,400,29,40,2020-09-07,0.72,1,120
14363983,Oceanview apartment2L 10 minutes to Boston/airport,50773132,,,East Boston,42.3963,-70.9868,Entire home/apt,130,1,181,2021-04-03,3.18,1,134
14414473,Modern living in a conveniently located brownstone,5654336,Bill,,Roxbury,42.33057,-71.09051,Entire home/apt,125,91,88,2019-11-24,1.54,1,273
14426987,Urban oasis: townhouse with patio and balcony,31367270,Brad,,Roxbury,42.32859,-71.09325,Entire home/apt,144,2,101,2020-02-16,1.77,1,0
14452500,1 Bedroom in prime North End,3387042,Nirmal,,North End,42.36845,-71.05356,Entire home/apt,110,91,18,2017-07-04,0.32,1,0
14460344,"Friendly Single Bed near Harvard, BU & BC",89089164,Ellen,,Brighton,42.34396,-71.15144,Private room,80,91,8,2017-03-12,0.14,1,0
14470701,Renovated near Redline/Commuter Rail 4 Harvard MIT,18517776,Huggy,,Dorchester,42.30555,-71.0723,Private room,36,91,3,2017-09-06,0.05,31,365
14472483,Sonder | Financial District | Stunning 2BR,12243051,Sonder,,Downtown,42.35883,-71.05442,Entire home/apt,245,30,86,2019-12-07,1.53,8,124
14474114,Awesome Room near T,89230454,Asad,,Jamaica Plain,42.29463,-71.1158,Private room,45,91,9,2017-09-03,0.16,1,0
14485918,Huge bed  and high ceiling room plus two closets.,67103816,Firlian,,Roxbury,42.3165,-71.09535,Private room,35,30,9,2019-02-23,0.18,9,323
14539326,Andrew Sq Room Close to T&Shops 2,18479599,Agnieszka,,Dorchester,42.32429,-71.05862,Private room,75,91,3,2017-08-03,0.05,8,365
14566378,Convenient Location Private 1 Bdr 1st Floor Apt,25938192,Elena,,Jamaica Plain,42.31591,-71.11012,Entire home/apt,135,29,57,2021-02-04,1.55,2,268
14566386,Fully-Equipped Private 1 Bedroom 2nd Floor Apt,25938192,Elena,,Jamaica Plain,42.3174,-71.11014,Entire home/apt,130,29,147,2021-01-17,2.66,2,264
14573951,Welcoming 2 Bedroom Apt - Close proximity to MBTA,90309322,Kevin,,Jamaica Plain,42.29835,-71.11372,Entire home/apt,150,2,113,2021-04-04,2.06,1,153
14585335,SPACIOUS TOWNHOUSE with Essential Amenities,90419082,Camille,,Mattapan,42.27554,-71.07091,Entire home/apt,181,29,46,2020-12-20,0.84,2,364
14600925,Comfy & Private Room w/ Airbed by the Red Line!,16186589,Marie,,Dorchester,42.30208,-71.07005,Private room,32,30,9,2019-09-01,0.17,25,324
14603013,Back Bay Pied a Terre. Fabulous location!,16708213,Leigh Ann,,Back Bay,42.35415,-71.07659,Entire home/apt,104,91,162,2019-12-29,2.87,1,329
14677678,Charming 3 BR Home in Quiet Boston Neighborhood,65498878,Donna,,West Roxbury,42.29358,-71.14749,Entire home/apt,350,32,38,2020-06-24,0.68,1,0
14682931,"Charming room, in hip JP near The T  #2",30490577,Lori,,Jamaica Plain,42.31765,-71.10049,Private room,65,3,197,2020-03-14,3.49,3,52
14704252,Modern 3.5 BR Single Family Home,24358957,Bill,,South Boston,42.33339,-71.05317,Entire home/apt,800,29,17,2019-09-06,0.34,1,358
14744525,Sonder | Financial District | Modern 2BR,12243051,Sonder,,Downtown,42.358,-71.05318,Entire home/apt,235,30,52,2019-09-12,0.93,8,177
14747561,Very Affordable & Cozy Room with Airbed!,16186589,Marie,,Dorchester,42.30426,-71.07147,Private room,34,30,7,2019-10-28,0.13,25,325
14770892,"Victorian Charm, Modern Style w/Private Entrance",34055750,Philip And Ann,,South End,42.34338,-71.06874,Entire home/apt,282,2,154,2021-04-19,2.73,1,171
14778561,"Mt Restmore, COZY spacious and Clean",44581223,Andre,,Hyde Park,42.25302,-71.11591,Private room,47,2,44,2020-12-25,0.78,4,364
14820482,Historic townhouse in the heart of Boston,92648590,Paul,,South End,42.34766,-71.06922,Entire home/apt,387,3,113,2021-02-02,2.03,1,164
14825159,Abigayle's Bed and Breakfast Single M263 S3,32532791,Marie,,Fenway,42.34992,-71.09619,Private room,130,29,49,2020-03-16,0.87,9,253
14868157,"Charming room, in hip JP near The T  #1",30490577,Lori,,Jamaica Plain,42.31689,-71.10005,Private room,79,2,230,2020-09-27,4.08,3,31
14900386,Large Room near Boston Landing/Harvard Sq,91411121,Moon,,Allston,42.35356,-71.13913,Private room,119,91,13,2018-08-22,0.23,3,179
14918032,Luxurious and Spacious 3 BR private apt near train,44617326,Caroline,,East Boston,42.37577,-71.03156,Entire home/apt,279,91,48,2019-08-27,0.86,3,365
14928081,"Rozinante - Queen, Harbor View",92691757,Melissa,,Charlestown,42.37018,-71.06109,Private room,285,1,5,2019-10-23,0.11,5,113
14928333,Spacious Private Room in Southie.,36238029,Tucker,,South Boston,42.33631,-71.04961,Private room,105,91,15,2017-08-18,0.27,2,0
14928666,Pied-à-Terre on The Hill,11709426,Hunter,,Beacon Hill,42.35908,-71.06489,Entire home/apt,98,91,3,2017-07-04,0.06,1,0
14943350,219 on the Ocean with Private Bath,72139831,Robin,,Dorchester,42.30755,-71.04739,Private room,97,1,209,2021-01-29,3.73,4,335
14950089,"""Casita"" on the Water - Harbor View",92691757,Melissa,,Charlestown,42.3713,-71.06154,Private room,215,1,36,2019-09-26,0.65,5,86
14950328,"""Port"" View - Queen Ensuite",92691757,Melissa,,Charlestown,42.37216,-71.05937,Private room,224,1,44,2019-10-13,0.79,5,77
14950476,Inn the Moment - Harbor View,92691757,Melissa,,Charlestown,42.37006,-71.06159,Private room,285,1,6,2018-06-21,0.11,5,115
14970501,"CDC cleaning, Modern, Spacious, 2Bedroom + Balcony",546854,Sanjay,,Brighton,42.34511,-71.13787,Entire home/apt,140,32,42,2021-01-13,0.75,2,62
14993599,"Enjoy private entrance and bath, walk to subway.",94533288,Franklin H.,,Dorchester,42.31305,-71.05094,Private room,105,3,99,2020-08-15,1.79,1,156
14995433,LUXURY APARTMENT IN THE HEART OF DOWNTOWN BOSTON,72392354,MariaLuisa,,Leather District,42.35086,-71.05901,Entire home/apt,199,91,7,2017-03-21,0.13,1,0
15016872,Washer+Dryer+Parking!*Private suite*Cul de sac*,34614605,Zvi,,Brighton,42.34124,-71.15811,Entire home/apt,79,2,131,2021-03-18,3.00,1,35
15018607,"Cute 1 bedroom in East Boston,  close to airport",94792025,Cloe,,East Boston,42.36848,-71.03665,Entire home/apt,120,1,277,2021-04-11,4.94,1,63
15020558,Spacious & Elegant Charlestown Condo Near Downtown,199789,John,,Charlestown,42.3782,-71.06498,Entire home/apt,155,91,13,2017-04-18,0.23,1,0
15041925,Walk to Head of the Charles ! Lrg Private bedroom,9795590,Patrick,,Brighton,42.35357,-71.1469,Private room,104,91,7,2018-10-23,0.13,2,89
15048978,Boston South End Penthouse-Loft &Working Woodstove,12581156,Chip,,South End,42.33594,-71.07578,Entire home/apt,195,29,128,2020-11-01,2.36,1,189
15068710,"1 BR Lux Furn Apt, WiFi, On-Site Parking, & View",95297525,Carlo And Sandra,,South Boston,42.3348,-71.04345,Entire home/apt,195,25,113,2020-03-19,2.04,1,0
15073943,2 Bedroom in Beacon Hill,4020046,Krysti,,Beacon Hill,42.35694,-71.06903,Entire home/apt,250,91,1,2016-09-24,0.02,4,0
15085512,Cozy private  room,95460673,Jacinter,,Roxbury,42.3243,-71.07328,Private room,53,91,41,2019-10-10,0.74,2,364
15122796,Cozy private quiet room,95460673,Jacinter,,Roxbury,42.32439,-71.07466,Private room,60,91,53,2019-11-10,0.95,2,1
15147053,Historic JP Brownstone with Parking. Pets Welcome!,14630158,Lynel,,Jamaica Plain,42.30974,-71.10798,Entire home/apt,92,1,260,2021-04-20,4.77,1,32
15148487,BEAUTIFUL BEACON HILL 2 BEDROOM!,3731207,Kaitlyn,,Beacon Hill,42.3575,-71.07138,Entire home/apt,174,4,247,2021-04-19,4.47,3,250
15172518,Spacious | Cozy | Brownstone on Comm | 1BR 1 BA #1,814298,Thatch,,Back Bay,42.34914,-71.09072,Entire home/apt,330,28,52,2020-06-30,1.14,96,17
15173640,Calm & Cool|Historic Back Bay Studio Spot,814298,Thatch,,Back Bay,42.34848,-71.09009,Entire home/apt,310,29,50,2020-07-31,1.05,96,64
15174147,On Comm Mall|Historic Back Bay Brownstone|Studio,814298,Thatch,,Back Bay,42.34917,-71.08859,Entire home/apt,310,29,54,2021-01-30,1.07,96,81
15177273,Renovated House Clean Room near Orange line & Park,18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,36,91,2,2017-11-21,0.04,31,365
15228339,Luxury Master Suite-Seconds to Red Line-w/Parking!,26626945,Brandon,,South Boston,42.32977,-71.05575,Private room,74,91,11,2016-12-29,0.20,1,356
15251516,Sunny 1-bed apt in central Boston's Bay Village,96990964,Duncan,,Bay Village,42.34815,-71.06811,Entire home/apt,160,2,145,2020-03-01,2.73,1,149
15256830,Savin Hill by the Sea with Private Bath,72139831,Robin,,Dorchester,42.3094,-71.04672,Private room,100,1,198,2021-04-19,3.62,4,303
15281436,Charming Oasis Near Downtown & Airport,5618949,Alan,,East Boston,42.37814,-71.03272,Entire home/apt,92,29,62,2020-11-30,1.22,5,180
15296865,"Spectacular 1 Bedroom Condo, Walkable  to Anywhere",1012005,Josh,,Bay Village,42.34887,-71.06924,Entire home/apt,590,91,0,,,1,0
15313517,Modern + Cool Spacious Studio Steps to the Subway,85533422,,,Dorchester,42.31105,-71.04984,Entire home/apt,140,91,104,2019-10-20,1.88,2,61
15342021,Harmonious and Friendly place #2,17736943,Drusilla,,Dorchester,42.30702,-71.08369,Private room,42,3,98,2021-04-20,1.78,1,365
15344876,Large room in beautiful Victorian,15198549,Felicia,,Roxbury,42.31628,-71.09419,Private room,45,91,6,2018-08-11,0.11,2,364
15376003,Spacious 1BR w/Full Bath on Dorchester Heights,98244983,Kevin And Diane,,South Boston,42.33385,-71.04569,Private room,95,2,164,2021-04-18,3.03,1,118
15405175,Fully Renovated 1 bedroom near Airport,98610252,Kyle,,East Boston,42.37925,-71.03054,Entire home/apt,136,2,115,2021-03-07,2.11,1,1
15407831,Monthly  North End Charm M114,32532791,Marie,,North End,42.36655,-71.05499,Entire home/apt,60,122,11,2019-07-30,0.24,9,241
15453527,"Renovated Clean house, Orange Line, EZ to Longwood",18517776,Huggy,,Roxbury,42.31313,-71.09335,Private room,36,91,5,2018-01-28,0.09,31,365
15476718,Lower Allston,99345769,Danny,,Brighton,42.36203,-71.13866,Private room,80,91,5,2018-04-28,0.11,1,0
15480079,Luxury one bedroom by the museum of science.,10114243,Javier,,Downtown,42.36963,-71.07192,Entire home/apt,120,91,20,2017-05-21,0.37,1,364
15521407,Large Private room in Savin Hill,72139831,Robin,,Dorchester,42.30918,-71.04643,Private room,75,1,178,2020-09-07,3.27,4,108
15548410,"Private Full Bath, Cozy Room, Amazing Location",11635304,Will&Grace,,Mission Hill,42.33326,-71.1067,Private room,108,14,333,2020-03-10,6.08,1,89
15559436,"Beautifully renovated 1 Bed Apt. - Allston, Boston",100180968,Charles,,Allston,42.3533,-71.12833,Entire home/apt,79,29,393,2021-03-31,7.63,1,236
15581608,New Stylish Studio Overlooking Newbury Street!,44341268,Tony,,Back Bay,42.34767,-71.08475,Entire home/apt,150,3,140,2021-04-04,2.56,5,42
15582062,Cozy Studio on Enchanting Newbury Street!,44341268,Tony,,Back Bay,42.34762,-71.08579,Entire home/apt,150,3,147,2021-04-18,2.69,5,56
15616726,Beautiful all furnish Home,100685694,Frances,,Roslindale,42.27859,-71.1263,Entire home/apt,150,29,170,2021-01-11,3.12,1,0
15660279,Lrg 4 Bdrm Prvt. Patio Quiet Top Location Parking,375989261,John,,Bay Village,42.35027,-71.06853,Entire home/apt,239,2,182,2021-04-19,3.36,3,93
15665707,"Quite, clean and easy!",16052189,Jonathan,,Hyde Park,42.2374,-71.13253,Private room,39,91,8,2019-07-27,0.15,5,234
15665935,"Boston private room - Spacious, tidy, close to T",16052189,Jonathan,,Hyde Park,42.23547,-71.131,Private room,30,91,6,2019-12-31,0.19,5,365
15710997,Large relaxing apt. next to metro 20min to Boston,6430732,Victoria/Tim,,Dorchester,42.29303,-71.06693,Entire home/apt,140,29,133,2021-01-23,2.62,2,138
15714436,Family Home Near Downtown + Beautiful Harbor Views,7651528,Bronwyn,,East Boston,42.36524,-71.0308,Entire home/apt,300,4,30,2021-04-10,0.88,1,2
15756763,Boylston St. Studio/1 bedroom in Fenway!,85884406,Emilio Jose,,Fenway,42.34752,-71.09508,Entire home/apt,99,91,0,,,1,363
15773147,Marco and Marcela’s room,57812241,Alexia,,Dorchester,42.319,-71.05774,Private room,67,91,11,2018-07-13,0.22,8,147
15773389,Single room across from Fenway Park,78923625,Zac,,Fenway,42.34773,-71.09399,Private room,65,91,4,2017-06-29,0.08,1,0
15797699,Beautiful 1 Bed with excellent location!,28123912,Ned,,Beacon Hill,42.35844,-71.06358,Entire home/apt,80,91,105,2020-08-16,1.95,1,8
15819226,Back Bay Condo on Marlborough Street!,5139380,Cheryl,,Back Bay,42.35125,-71.08667,Entire home/apt,350,30,31,2021-02-15,0.63,1,36
15821724,"Upscale 2 Bdrm Suite: Kitchen, Spa Bathroom, WiFi",44448784,Peter,,Dorchester,42.28,-71.06983,Entire home/apt,93,14,120,2021-04-11,3.41,1,64
15830969,Modern Design+Convenience in Historic Neighborhood,102501637,Andrew,,South End,42.33847,-71.07603,Entire home/apt,75,91,31,2020-07-27,1.14,1,0
15832498,Victorian Treetop Apartment - Close to Everything!,102515900,Kenneth,,Jamaica Plain,42.31764,-71.10922,Entire home/apt,225,7,40,2021-04-12,1.07,1,295
15974807,Large 4BDR near Harvard with Parking,10250028,Michelle,,Allston,42.35871,-71.13249,Entire home/apt,488,1,135,2020-03-21,2.51,2,0
15981694,"Luxury, Comfortable Apartment in Fenway",103836714,Richy,,Fenway,42.34497,-71.10001,Entire home/apt,130,91,1,2017-03-08,0.02,1,365
16001334,Cozy lofted studio on Beacon St in Back Bay!,14460209,Noreen,,Back Bay,42.35346,-71.07693,Entire home/apt,166,91,3,2017-07-02,0.06,1,0
16013285,Clean & Spacious 2 bedroom Near Downtown,68235152,Shawn,,Dorchester,42.29181,-71.05264,Entire home/apt,165,2,104,2020-05-07,2.18,1,213
16040760,Artist Luxury Apt in Boston Free Park & Walk to T,104174476,Cora,,Allston,42.35457,-71.13293,Entire home/apt,248,91,71,2019-08-10,1.38,1,294
16121974,Super nice room for renting locate at city center,8469839,Fahim,,Fenway,42.34245,-71.09021,Private room,60,91,13,2017-01-10,0.24,1,0
16148182,~*Pet Friendly 30min to Downtown*~ THE BOSTONIAN,14016102,Jovan,,Hyde Park,42.26219,-71.11598,Entire home/apt,91,2,123,2020-03-09,2.33,3,72
16233671,Garden room next to T stop/bus hub.,21745230,Jurek,,Charlestown,42.38185,-71.07693,Private room,59,1,48,2020-07-04,1.05,11,51
16239455,Charming Loft w. Jacuzzi - 20min to Boston,6430732,Victoria/Tim,,Dorchester,42.29303,-71.06693,Entire home/apt,90,28,96,2021-03-27,1.83,2,71
16276850,1 bedroom/studio in southie,106461701,Jimmy,,South Boston,42.33905,-71.04792,Entire home/apt,120,91,20,2019-11-08,0.40,1,179
16347088,Beautfiul Back Bay Loft with Amazing Views,107036922,Ryan,,Downtown,42.35191,-71.06988,Entire home/apt,165,91,101,2017-11-28,1.93,1,364
16351037,Stunning Boston 1B/1B Condo,25278528,Steven,,West End,42.36486,-71.06669,Entire home/apt,175,91,14,2019-08-05,0.29,1,362
16364879,2 beds Garden Apt-calm oasis next to T stop -3 min,21745230,Jurek,,Charlestown,42.38379,-71.0783,Private room,122,14,144,2020-03-01,2.75,11,79
16436951,Beacon Hill Condo,106927354,Heidi,,Beacon Hill,42.35862,-71.06549,Entire home/apt,104,29,2,2020-03-21,0.14,1,80
16447567,#104 Boston 独立房 全楼禁烟AC room,105851798,Anne,,Dorchester,42.3076,-71.06542,Private room,48,30,84,2021-01-12,1.62,15,76
16453322,Cozy Southie pad 3,34343733,Steven,,South Boston,42.33537,-71.04247,Entire home/apt,250,91,83,2019-11-05,1.66,1,365
16453657,Private Room by the Red Line!,16186589,Marie,,Dorchester,42.28732,-71.06625,Private room,36,30,3,2019-02-11,0.08,25,355
16459191,Monthly Discounts! Luxurious Back Bay Studio!,107981961,Eva,,Back Bay,42.35349,-71.07595,Entire home/apt,257,31,141,2021-01-15,2.70,1,144
16464424,Spacious sunny 2 bedroom on public transit,76753546,Joel,,Brighton,42.34212,-71.14379,Entire home/apt,57,91,2,2017-01-04,0.04,1,0
16479752,Large bedroom- easy access to Boston and Cambridge,21745230,Jurek,,Charlestown,42.38191,-71.07865,Private room,55,1,3,2020-02-07,0.06,11,110
16514756,Large bedroom 1st floor with AC,108560094,Lixia,,Brighton,42.35603,-71.16032,Private room,45,1,165,2021-04-11,3.15,4,309
16515215,Cozy Room in Allston/Brighton,27387830,Catherine,,Allston,42.34924,-71.13915,Private room,38,91,1,2017-01-13,0.02,1,0
16517776,Room in garden apartment next to T stop / bus hub,21745230,Jurek,,Charlestown,42.38183,-71.07888,Private room,55,1,46,2020-07-02,0.94,11,0
16545081,"Renovated, Clean, Quiet & Safe Near Orange Line",18517776,Huggy,,Roxbury,42.31341,-71.09356,Private room,36,91,3,2019-10-18,0.06,31,365
16570524,Clean room with AC/Free parking,108560094,Lixia,,Brighton,42.35484,-71.15864,Private room,45,1,110,2021-02-07,2.19,4,299
