id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10406646,"30+ Days > Dreamy, Bright Top-Floor in The Mission",338939,Joy,,Mission,37.75719,-122.40706,Entire home/apt,130,30,54,2020-05-14,0.85,1,1
10431578,1br. Garden Retreat (Russian hill),12703126,,,Russian Hill,37.80562,-122.41879,Entire home/apt,130,30,8,2021-03-10,0.17,6,167
10437411,Haight Ashbury Painted Lady Studio,4413556,Chip & Angela,,Haight Ashbury,37.77229,-122.44747,Entire home/apt,151,2,403,2021-04-04,6.69,1,73
10454172,Clean and Cozy 1BR Noe Valley Private Home,53861511,Pete,,Noe Valley,37.74994,-122.44068,Entire home/apt,112,30,9,2019-07-21,0.16,1,124
10454632,The French Victorian - Garden View Room *Bay Views,2059233,"Wendy, Fred & Lita",,Bernal Heights,37.74734,-122.40664,Private room,89,30,17,2020-03-18,0.31,4,0
10455934,Sunny Studio in Mission Dolores,1260540,Ben,,Mission,37.76934,-122.42228,Entire home/apt,193,30,5,2017-08-30,0.08,1,365
10455995,Private Room & Bath with Bay View!,1031577,Mark And Sarah,,Potrero Hill,37.75975,-122.39576,Private room,95,5,127,2021-04-01,1.99,2,253
10458279,Hilltop Home w/ Panoramic Views,14816525,Brooke & Karl,,Inner Sunset,37.75052,-122.46653,Entire home/apt,250,30,5,2020-08-02,0.08,2,97
10469182,Cozy Garden Studio - Private Entry,34963239,Landy,,Outer Richmond,37.78028,-122.50252,Entire home/apt,125,2,473,2021-04-04,7.54,2,182
10477007,SF Hotel Studio: Union Square (8),22267033,Jennifer,,Downtown/Civic Center,37.78863,-122.41129,Entire home/apt,299,2,11,2019-11-22,0.18,19,365
10477793,"Studio Apartment w/ Ensuite Bathroom, & Ocean View",7088356,Brian,,Parkside,37.74572,-122.47477,Private room,149,2,88,2021-03-26,1.41,1,87
10502323,Midterm Rental 30-60 days Outer Richmond Apartment,54149759,Chuck And Katie,,Outer Richmond,37.77433,-122.50415,Entire home/apt,150,30,36,2018-03-02,0.58,1,186
10545518,Monthly Modern-Spacious-Remodeled Open Plan Home,3302398,Karen,,Noe Valley,37.75016,-122.43858,Entire home/apt,700,30,17,2020-11-02,0.34,1,0
10550345,Timeshare - Club Donatello Union-Sq,215446,Jacob,,Downtown/Civic Center,37.78838,-122.41015,Entire home/apt,235,3,12,2020-01-16,0.31,1,0
10567595,Private room in modern single family home,45040916,Alan,,Bernal Heights,37.74069,-122.41052,Private room,75,30,4,2017-09-01,0.07,4,179
10572287,Full flat with bay & downtown views,54535159,Tricia,,Potrero Hill,37.75986,-122.40023,Entire home/apt,140,30,49,2021-03-11,0.79,1,301
10577391,Donatello Hotel_,52178915,Jim,,Downtown/Civic Center,37.7868,-122.41143,Entire home/apt,138,2,28,2021-03-25,0.45,6,9
10578137,2+ BR  Home in Noe Valley for 5,1097396,Danna,,Noe Valley,37.75289,-122.44003,Entire home/apt,200,4,37,2020-11-29,0.78,4,1
10592499,Sunny Pacific Heights Apartment,1580198,Cissy,,Pacific Heights,37.79193,-122.43332,Entire home/apt,264,30,46,2020-12-16,0.73,1,29
10603148,My Beautiful City By The Bay San Francisco Ca.,36668744,John,,Nob Hill,37.79524,-122.41746,Private room,169,30,187,2020-11-23,2.97,2,180
10616635,Explore Castro Bars and Nightlife from a Renovated Apartment,1479964,James,,Castro/Upper Market,37.75927,-122.43292,Entire home/apt,140,30,4,2020-02-03,0.07,16,220
10632584,Sunny Sweet Pet Friendly Home in Bernal Heights!,10313206,Jennifer,,Bernal Heights,37.74062,-122.41069,Entire home/apt,250,5,84,2021-04-06,1.44,1,90
10634387,"Quiet, private top flr w/hot tub, views, king beds",9194713,Lance,,Visitacion Valley,37.71799,-122.40414,Entire home/apt,339,2,66,2021-03-14,2.92,6,93
10648093,Unique historical house with city and bay views,54983982,Colette,,Potrero Hill,37.7607,-122.39245,Entire home/apt,500,3,93,2021-03-15,1.70,1,351
10651193,Elegant Condominium with Rooftop Pool,55001667,Pam,,Downtown/Civic Center,37.78614,-122.42122,Entire home/apt,140,30,11,2020-12-22,0.18,1,326
10661953,Elegant Victorian Bedroom in Mission,17536951,Rob,,Bernal Heights,37.74282,-122.42033,Private room,80,4,137,2020-02-03,2.55,4,0
10676501,Private Entrance Garden Suite w/Kitchenette,3751184,Scott,,Inner Richmond,37.7789,-122.46139,Private room,80,30,73,2020-12-22,1.16,1,232
10681956,2 brand new downstairs bedrooms,55065227,Amal,,Outer Sunset,37.76115,-122.49138,Entire home/apt,300,3,74,2020-01-19,1.18,1,0
10698325,Bernal Heights In-law apartment,18101174,Paolo,,Bernal Heights,37.74049,-122.41637,Entire home/apt,110,30,14,2021-02-24,0.49,1,303
10706423,Cozy Hotel Like Studio in Downtown San Francisco,52542171,Lily,,Downtown/Civic Center,37.78972,-122.40741,Entire home/apt,80,3,13,2020-02-20,0.26,1,4
10710892,Gorgeous Sunny Mission Dolores Flat with Parking,168419,Michele,,Mission,37.7581,-122.42134,Entire home/apt,195,7,4,2021-01-29,0.06,1,15
10729994,Artsy Mission Dwelling in a great neighborhood,7719339,Robin,,Mission,37.75379,-122.41242,Entire home/apt,112,30,91,2020-09-01,1.45,1,0
10745423,Condo w/ on site parking - long term rental avail,3383765,Andie,,Mission,37.75738,-122.40777,Entire home/apt,150,31,21,2019-01-27,0.34,1,0
10749747,San Francisco Mission Terrace Home,1563282,Linda,,Outer Mission,37.72811,-122.44251,Private room,100,2,33,2020-02-28,1.23,1,37
10752189,Large Charming Studio with View,55593872,Ilya,,Haight Ashbury,37.75892,-122.4507,Entire home/apt,95,30,2,2017-01-17,0.04,1,35
10767017,Spacious apartment in Mission Dolores,1889323,Nick,,Mission,37.76285,-122.42399,Entire home/apt,900,2,58,2020-02-27,0.93,2,0
10769424,Sande's Place: Private in-law unit,30127937,Beth & Frank,,Outer Richmond,37.77366,-122.50081,Entire home/apt,89,2,174,2021-02-18,2.91,1,270
10784554,"Victoriana- A classic, updated  Victorian flat",1741850,John,,Western Addition,37.77417,-122.42751,Entire home/apt,275,7,9,2019-11-23,0.29,1,114
10787814,Alamo Square 30 Days Rental,48972017,Judy,,Western Addition,37.77664,-122.43662,Entire home/apt,155,30,5,2017-05-07,0.09,4,364
10789339,Russian Hill condo panoramic views,4001073,Miqela,,Nob Hill,37.79617,-122.41428,Entire home/apt,165,30,76,2019-08-07,1.21,1,0
10792245,Jackson Court 2,23593310,Meimei,,Pacific Heights,37.79336,-122.42997,Entire home/apt,245,3,1,2017-02-16,0.02,2,50
10805884,Nob Hill WorldMark Timeshare Rental Condo-Sleeps 4,55782784,Kevin,,Chinatown,37.79056,-122.4071,Private room,275,2,5,2018-09-28,0.08,36,365
10806778,NON-SMOKING  NON-SMOKING    V-Large  2BR Apartment,51089417,Frank,,Inner Richmond,37.78445,-122.46339,Entire home/apt,120,30,8,2016-08-08,0.13,2,0
10810544,NON-SMOKING  NON-SMOKING        SUNNY    1- BR Apt,51089417,Frank,,Inner Richmond,37.78445,-122.46313,Entire home/apt,111,180,7,2019-12-18,0.11,2,0
10812630,"Sunny&Convenient SFH w/ Parking&Yard, A+ Location",55983066,Cindy,,Outer Richmond,37.77964,-122.48,Entire home/apt,240,30,140,2018-03-26,2.22,1,341
10823468,"2-Bd, 2-Ba Fairmont-Managed Condo @ Ghirardelli Sq",56042290,Steve,,Russian Hill,37.80462,-122.42198,Entire home/apt,1213,1,11,2020-11-27,0.19,1,364
10828944,Hayes Valley Victorian Home,2513762,Trey,,Western Addition,37.77331,-122.42593,Entire home/apt,150,30,33,2021-03-01,0.58,3,291
10831610,Pacific Heights Victorian,50661889,Donald,,Pacific Heights,37.79037,-122.44014,Entire home/apt,745,5,7,2020-08-22,0.14,2,0
10832099,Chic Full-Floor Edwardian Near Dolores Park,12780961,Janel,,Mission,37.75944,-122.42379,Entire home/apt,536,2,47,2021-04-03,0.75,1,0
10834961,"Private, Central 2-room Suite- Safe,  No Sharing!",279544,Emilie,,Western Addition,37.77114,-122.43612,Private room,126,3,35,2020-11-12,0.58,2,0
10835637,Hayes Valley Victorian Courtyard Room (sanitized),2513762,Trey,,Western Addition,37.77348,-122.42494,Private room,55,30,254,2020-11-18,4.05,3,200
10840593,Modern 2B zen getaway in Bernal,6165979,Bill,,Bernal Heights,37.74031,-122.41762,Entire home/apt,149,2,197,2021-04-01,3.17,2,92
10858096,Superb Space,24169082,Ray,,South of Market,37.77638,-122.40455,Entire home/apt,229,30,42,2019-08-17,0.67,1,179
10859050,Room w Balcony in Shared House by Beach,8597535,Laura,,Outer Sunset,37.75602,-122.4997,Private room,61,1,160,2020-03-07,2.54,5,0
10862977,"Pacific Heights Elegance W Views 2bd/2ba, Parking",13832870,International,,Marina,37.79683,-122.43497,Entire home/apt,234,30,4,2016-08-20,0.07,22,189
10864914,Furnished Victorian 1BR in NoeValley/Mission,46596909,Nadya,,Noe Valley,37.74547,-122.42524,Entire home/apt,150,30,9,2021-03-20,0.26,1,158
10864966,"Stylist, Airy, Safe Condo in  Sunny Mission 60day+",26859460,Eliana,,Mission,37.75023,-122.41527,Entire home/apt,135,90,0,,,1,245
10876562,Castro Condo with Stunning View & Deck,56349454,Madison,,Castro/Upper Market,37.75663,-122.43497,Entire home/apt,175,30,111,2021-01-25,1.82,1,2
10889831,Large Bright Private Room in Noe Valley home,1097396,Danna,,Noe Valley,37.75317,-122.43797,Private room,99,2,97,2020-03-08,1.57,4,0
10897864,Charming Jr 1 Bedroom Cow Hollow Marina.,56475702,Russ,,Marina,37.79938,-122.43899,Entire home/apt,125,30,48,2020-11-19,0.76,1,230
10905721,Designer garden suite by Golden Gate Bridge & Park,15259486,Uli,,Inner Richmond,37.78262,-122.46797,Entire home/apt,199,2,203,2021-03-23,3.57,2,166
10925833,Home at the top of The City --2bd/1bth,56637099,,,Twin Peaks,37.75237,-122.44802,Entire home/apt,325,3,13,2020-01-17,0.23,1,178
10929061,Large Mod Bedroom in Classic SF Edwardian Home,56658434,Cheryl,,Inner Richmond,37.77822,-122.47091,Private room,106,5,78,2020-11-13,1.31,3,85
10930490,Private Suite with Sunny Bedroom,4123854,Devanshu,,Bayview,37.71878,-122.39119,Entire home/apt,85,2,128,2017-11-25,2.03,1,0
10941493,Charming Union Square Studio,56729760,Sarah,,Downtown/Civic Center,37.78987,-122.41006,Entire home/apt,65,30,95,2020-12-04,1.52,1,339
10943827,Explore City and Nature From a Cozy Guest Suite,4925259,Michaele And Andy,,Glen Park,37.73751,-122.4355,Entire home/apt,139,21,245,2020-04-29,3.90,1,137
10963158,Nob Hill WorldMark Timeshare Studio Condo,55782784,Kevin,,Chinatown,37.79056,-122.4071,Private room,195,2,7,2020-01-05,0.11,36,0
10963865,Nob Hill Timeshare Studio Condo,55782784,Kevin,,Chinatown,37.79056,-122.4071,Private room,250,1,5,2019-01-09,0.10,36,0
10965525,SF Neighborhood Gem with Private Garden & Office,43830745,Mike,,West of Twin Peaks,37.72905,-122.46553,Entire home/apt,195,1,30,2020-12-01,1.58,1,55
10968239,Sunset Suite near Golden Gate Park & Beach,56899803,Kathy,,Parkside,37.74063,-122.49381,Private room,90,2,118,2020-04-04,1.92,2,0
10974118,cozy private bedroom and bathroom,56937224,Leonid,,Lakeshore,37.71261,-122.4833,Private room,100,30,15,2020-03-01,0.25,1,89
10985925,"Sept 27-30. North Beach 2 Bedrooms, 2 Queen beds",24378496,,,North Beach,37.80319,-122.40742,Entire home/apt,100,30,0,,,1,0
10989099,Charming Cole Valley Victorian,57430925,Mikey & Mike,,Inner Sunset,37.76271,-122.45419,Entire home/apt,110,30,127,2020-10-17,2.03,1,179
10992778,Modern Luxury with Golden Gate Views (30 day min),22649166,La Familia,,Russian Hill,37.79997,-122.42223,Entire home/apt,575,30,38,2020-09-27,0.69,1,299
10998250,ROOM Marina LOCATION LOCATION,1504399,Skt Teo,,Russian Hill,37.80552,-122.42304,Private room,69,30,94,2020-12-22,1.52,2,148
10998662,Luxury South Beach / SOMA Condo with Gym,9113472,Michael,,South of Market,37.77889,-122.39594,Entire home/apt,260,30,14,2020-08-23,0.23,2,341
10998901,Newly remodeled place with Views!,40308957,Aj,,Outer Mission,37.73238,-122.44847,Private room,115,30,0,,,2,365
11013337,Stylish 2BR Sunset House W/Parking,57150412,Irina,,Outer Sunset,37.74676,-122.48346,Entire home/apt,165,30,101,2020-11-30,1.61,1,282
11043803,Nob Hill Studio Condo,55782784,Kevin,,Chinatown,37.79056,-122.4071,Private room,195,2,6,2018-06-18,0.10,36,0
11048190,Mission District San Francisco,56785572,Paul,,Mission,37.75352,-122.42305,Entire home/apt,165,31,0,,,1,89
11048759,Mod Potrero Hill Private Studio,23580082,Keara And Spencer,,Potrero Hill,37.75534,-122.4013,Entire home/apt,129,4,72,2019-02-28,1.15,1,88
11100497,Victorian Cottage with Backyard,35427233,Melanie,,Glen Park,37.7343,-122.43608,Entire home/apt,225,2,4,2018-07-27,0.06,1,0
11122531,In-law unit in Noe Valley,3697779,Amanda,,Noe Valley,37.74463,-122.43423,Entire home/apt,150,2,293,2021-03-23,4.67,1,277
11152754,Bright Spacious Comfortable Room -Single Occupency,4191595,Laura & Larry,,Bernal Heights,37.73339,-122.42694,Private room,39,30,16,2021-04-03,0.26,5,343
11163298,"Quiet, Relaxing House Close to BART Station",27292887,Valerie,,Ocean View,37.71976,-122.45037,Entire home/apt,185,30,71,2021-03-21,1.22,1,210
11163409,Beautiful home in Presidio Heights!,57898551,Emily,,Inner Richmond,37.78671,-122.45985,Entire home/apt,800,5,2,2016-08-06,0.03,1,0
11185685,Mission 24th St - 2 BR Apartment,38836,Bernat,,Mission,37.75192,-122.40878,Entire home/apt,97,30,4,2018-12-16,0.07,39,328
11190379,Private Telegraph Hill Oasis Home,4152724,Phillip,,North Beach,37.8025,-122.40647,Entire home/apt,700,3,55,2020-02-28,0.91,1,0
11191951,Private Suite with Private Entry in Geographic City Center,26700255,Matt And Jeff,,Haight Ashbury,37.76529,-122.44437,Entire home/apt,145,2,330,2021-03-06,5.32,1,90
11225011,Modern Private Suite in the Mission,23309181,Michelle,,Mission,37.75311,-122.41073,Private room,139,3,188,2020-03-12,3.18,1,338
11228828,Luxury Condo in Prime SF location,58526721,Armida,,Pacific Heights,37.79468,-122.43638,Entire home/apt,650,30,7,2016-08-08,0.11,1,157
11241173,Sunny Room w/ Private Bathroom,237659,Niya,,Potrero Hill,37.7512,-122.40018,Private room,85,2,169,2021-03-25,2.84,1,64
11241809,Nob Hill Bedroom #5,23719876,Yumi,,Nob Hill,37.792,-122.4193,Private room,100,30,17,2018-08-26,0.28,7,342
11242172,Monthly rental Chinatown Moscone C3 Financial Dist,56261976,Gary,,Financial District,37.79627,-122.40378,Entire home/apt,108,30,84,2019-06-06,1.36,4,365
11259062,Tiny Urban Cottage,58762070,Marci,,Noe Valley,37.75391,-122.42644,Entire home/apt,80,30,168,2020-06-26,2.92,2,268
11284679,700sq ft Luxury Apartment w Balcony,2899585,Sas,,Bayview,37.7299,-122.36903,Entire home/apt,250,180,1,2016-05-15,0.02,1,365
11297447,Dbl Bed In a Shared Dorm @ SF Hostel #2,22931450,Sarah & Friends,,North Beach,37.79847,-122.40415,Shared room,72,1,150,2020-03-07,2.40,26,6
11301106,"Gorgeous, Cozy Jr. 1bd in Pac Heights",13832870,International,,Pacific Heights,37.79558,-122.43688,Entire home/apt,126,30,2,2019-08-05,0.03,22,293
11305302,A Friendly Room UCSF/USF - San Francisco,21994,Aaron,,Haight Ashbury,37.7658,-122.45223,Private room,56,32,2,2016-08-27,0.03,8,365
11315222,Telegraph Hill - Postcard Views!!,38292401,Gary,,North Beach,37.80375,-122.40876,Entire home/apt,250,30,12,2016-04-13,0.19,1,0
11338538,Dreamy Centrally Located Home with Choice of Outside Space,59345311,Cali,,Western Addition,37.78059,-122.43075,Entire home/apt,225,30,38,2021-03-20,0.61,1,103
11343122,Comfort & Quiet In Laurel Heights,13832870,International,,Presidio Heights,37.78718,-122.44982,Entire home/apt,95,30,0,,,22,281
11345707,Private Garden Retreat,59406195,Michael,,Glen Park,37.73631,-122.43592,Entire home/apt,125,3,126,2020-02-27,2.12,1,0
11378998,Designer Marina District Apartment,3793272,James,,Marina,37.80172,-122.44061,Entire home/apt,650,31,2,2016-03-11,0.03,1,0
11418638,Spacious one bedroom apartment in Bernal Heights,243050,Rina & Michael,,Bernal Heights,37.73499,-122.42276,Entire home/apt,189,30,131,2020-01-04,2.22,1,270
11421711,Large Room with Bath and Bay View,1031577,Mark And Sarah,,Potrero Hill,37.7596,-122.39619,Private room,95,5,110,2021-03-31,1.77,2,267
11434490,Bernal  Cottage,3452089,Mary & Peter,,Bernal Heights,37.74084,-122.41428,Entire home/apt,123,30,78,2020-12-14,1.30,1,289
11437138,"Sunny Victorian room in SoMa, near BART station!",1362550,Maria,,South of Market,37.7759,-122.40959,Private room,95,1,208,2020-02-23,4.30,4,97
11437331,"Beautiful Victorian room in SoMa, near BART!",1362550,Maria,,South of Market,37.77797,-122.41078,Private room,105,1,211,2020-12-10,4.36,4,97
11437442,"Relaxing Victorian room in SoMa, next to BART!",1362550,Maria,,South of Market,37.77773,-122.41033,Private room,60,1,236,2020-07-14,4.89,4,97
11437509,"Cozy Victorian room in SoMa, next to BART station!",1362550,Maria,,South of Market,37.77792,-122.41052,Private room,55,1,203,2020-11-21,4.17,4,292
11439120,"Modern 2BR near FiDi & Union Sq., Furnished – m2m",9965793,The Twist,,Chinatown,37.79102,-122.40698,Entire home/apt,149,30,3,2018-02-23,0.05,8,0
11439405,2-Bedroom Furnished Short-Term near FiDi Nob Hill,9965793,The Twist,,Chinatown,37.79102,-122.40698,Entire home/apt,149,30,5,2019-08-25,0.08,8,0
11439599,"Modern 1BR near FiDi & Union Sq., Furnished–M2M",9965793,The Twist,,Chinatown,37.79102,-122.40698,Entire home/apt,126,30,2,2017-09-10,0.04,8,179
11442567,Central Mission Potrero 1BED-1BATH,38836,Bernat,,Mission,37.76493,-122.40559,Entire home/apt,114,3,178,2021-04-07,3.80,39,261
11446614,Grand Mission - 18th Street 1 BD/1BA,38836,Bernat,,Mission,37.76302,-122.41999,Entire home/apt,66,30,13,2021-01-15,0.24,39,251
11474754,Elegant Lone Mountain Oasis with Ocean Views,7934590,,,Inner Richmond,37.77965,-122.45468,Entire home/apt,550,3,57,2019-10-23,1.20,2,0
11493791,Mission Terminal 2 BED 2 BATHS,38836,Bernat,,Mission,37.75837,-122.41092,Entire home/apt,101,30,9,2021-02-12,0.16,39,364
11494067,Spacious Modern 600sf Bernal Jr 1 bedroom,29984796,Catherine,,Bernal Heights,37.74139,-122.41576,Entire home/apt,110,30,59,2020-11-01,0.97,1,0
11513111,Golden Gate Heights,60672876,Megan,,Inner Sunset,37.75089,-122.47065,Private room,140,1,3,2018-05-23,0.06,1,0
11531128,2BR Family Home w/ Large Backyard,37917550,Rayannah,,Inner Richmond,37.77666,-122.45642,Entire home/apt,350,2,100,2020-02-29,1.70,1,14
11531859,Cozy Room in Sunset near Golden Gate Park & Beach,56899803,Kathy,,Parkside,37.74119,-122.49241,Private room,80,3,154,2020-03-04,2.50,2,0
11532945,Garden Apt. in Beautiful Noe Valley,27335724,Alex,,Noe Valley,37.74332,-122.42707,Entire home/apt,166,3,132,2021-03-14,2.24,1,116
11556239,Best Kept Secret in Town,36381578,Harris,,Outer Richmond,37.78089,-122.50488,Private room,72,3,90,2020-08-29,1.46,3,261
11591266,Nob Hill One BR Apt. - Top Fl. View,20899143,Peter,,Downtown/Civic Center,37.78915,-122.4147,Entire home/apt,148,30,17,2021-02-27,0.31,6,246
11605954,SF 3 bedroom 1.5 bath flat w/views & parking,7895922,Rich And Rose,,West of Twin Peaks,37.72775,-122.46422,Entire home/apt,425,2,50,2019-11-22,0.84,2,329
11606260,Charming Mission 1x1 w/ Historic Detail,4430421,Landmark,,Mission,37.75436,-122.42457,Entire home/apt,118,30,0,,,146,179
11610521,Unique in a very good way,24708935,Dallas,,Bernal Heights,37.73937,-122.4182,Entire home/apt,120,30,10,2020-08-31,0.18,2,244
11620002,Newly redone 1BR 10 min fr Valencia,2259098,H. Thuy,,Excelsior,37.72525,-122.43228,Entire home/apt,98,7,145,2021-01-23,2.41,2,235
11659435,Edwardian Flat in Sunny Potrero Hil,12780333,Loren,,Potrero Hill,37.76138,-122.4038,Entire home/apt,249,3,121,2021-04-01,1.98,1,4
11674092,Hip Hayes Valley Condo with Large Private Deck,2716741,Nancy,,Western Addition,37.77237,-122.42957,Entire home/apt,101,31,31,2019-12-13,0.56,2,320
11701569,Sunny Victorian in heart of Castro,62194919,Ty,,Castro/Upper Market,37.76023,-122.43581,Entire home/apt,121,30,13,2020-12-23,0.28,1,46
11713614,2 Bdrm Serenity Art House,62274666,Ann,,Potrero Hill,37.754,-122.39944,Entire home/apt,174,5,100,2021-03-20,2.09,1,39
11741776,New Construction Studio,6689021,Elizabeth,,Nob Hill,37.79527,-122.41526,Entire home/apt,100,31,6,2016-11-24,0.10,1,1
11752686,Artist’s Studio Apartment in the Mission,719360,Rondo,,Mission,37.75894,-122.42079,Entire home/apt,143,5,32,2021-01-14,0.52,1,0
11761292,Newly renovated 3BR in Russian Hill,25037624,Avery,,Russian Hill,37.79789,-122.4158,Entire home/apt,170,90,0,,,2,358
11795676,Classic Studio Apartment - Nob Hill,20899143,Peter,,Nob Hill,37.79079,-122.41527,Entire home/apt,115,30,15,2021-02-22,0.28,6,278
11798814,"2BR MARINA:MODERN, LIKE NEW, CHESTNUT ST, 30NT Min",51966852,Bob,,Marina,37.80028,-122.44657,Entire home/apt,199,30,13,2021-02-16,0.23,2,333
11820979,Renovated Private Room w/Desk in Vibrant Coliving,483486,,,Mission,37.7585,-122.41908,Private room,54,7,0,,,5,0
11834467,Private room by Fisherman's Wharf & Financial Dis,19584367,Elisa,,Russian Hill,37.80061,-122.41355,Private room,49,30,117,2020-12-16,1.91,4,96
11851112,Charming two bedroom & large sun room flat,63158923,Wanda,,Inner Richmond,37.77725,-122.47228,Entire home/apt,160,30,1,2017-11-10,0.02,3,53
11886255,Top Floor Downtown Studio by Union Square!,4430421,Landmark,,Downtown/Civic Center,37.78403,-122.41168,Entire home/apt,82,30,4,2020-01-26,0.09,146,179
11888682,Enjoy SF Views from a Spacious Private Suite in a Condominum,8280568,Barbara,,Bernal Heights,37.74712,-122.42462,Private room,185,2,61,2020-02-16,1.04,3,0
11911651,Brand new home with views. Close to everything.,63549522,Lucy & Simon,,Potrero Hill,37.76065,-122.39706,Entire home/apt,895,3,47,2021-03-29,0.83,1,63
11912034,Large room in great neighborhood,56486461,Dorothy,,Inner Sunset,37.76242,-122.46959,Private room,120,30,26,2019-03-23,0.58,1,0
11924237,The Pavilion: A San Francisco Tiny House,1433207,Eileen,,Outer Mission,37.73013,-122.44188,Entire home/apt,159,3,73,2019-12-14,1.21,1,10
11939561,Private Mission Garden Master Bed/Bath,1401824,Tiffany,,Mission,37.75215,-122.41573,Entire home/apt,127,4,222,2021-03-26,3.91,1,50
11947349,"Castro Area Victorian, Room with Private Bathroom",63794442,Laurence,,Castro/Upper Market,37.76543,-122.43585,Private room,140,3,90,2020-03-13,1.52,2,305
11949198,Attic Accommodations with Views,63794442,Laurence,,Castro/Upper Market,37.76349,-122.43535,Private room,160,3,106,2020-11-12,1.73,2,330
11988777,Luxurious Victorian Home with Elegant Details,43094128,Humaira,,Haight Ashbury,37.77024,-122.44839,Entire home/apt,920,7,0,,,2,0
11998353,Private Room in an Alamo Square Painted Lady,48763599,Jimmy And Maury,,Western Addition,37.77793,-122.43179,Private room,100,1,66,2020-03-04,1.16,2,97
12004930,"Modern 1BR near FiDi & Union Sq., Furnished–M2M",9965793,The Twist,,Chinatown,37.79102,-122.40698,Entire home/apt,123,30,1,2017-01-31,0.02,8,0
12025717,PrivateApartm(2rooms)GoldenGatePark/quiet location,64351162,Vlad & Ira,,Outer Sunset,37.7569,-122.48762,Entire home/apt,119,1,270,2021-03-22,4.54,3,10
12025727,"Warm, Comfy 1 BD/BA in Noe Valley",5642683,Basil,,Noe Valley,37.75262,-122.43167,Entire home/apt,119,30,25,2021-03-02,0.41,1,346
12037978,Enjoy the Stunning View in this Historic SF Home.,64438831,Marilee,,Bernal Heights,37.74448,-122.41699,Entire home/apt,228,2,180,2021-03-08,3.04,1,35
12057024,Classic San Francisco Flat (30 day min),6605304,Gary,,Haight Ashbury,37.76244,-122.4487,Entire home/apt,165,30,15,2020-12-01,0.25,1,281
12088624,Trendy Soma Penthouse View Loft,15870126,Trish,,South of Market,37.77559,-122.40852,Entire home/apt,112,30,11,2021-03-13,0.20,2,271
12110830,Cozy in-law apartment in SF home,64946886,Zoila,,Bayview,37.72075,-122.38964,Entire home/apt,111,1,87,2020-01-01,1.44,1,52
12111841,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78548,-122.40929,Private room,62,1,51,2020-11-08,0.85,54,267
12111957,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78578,-122.40757,Private room,62,1,64,2020-02-10,1.06,54,254
12126766,Modern Studio in heart of SF,4943471,Angela,,Nob Hill,37.79649,-122.41293,Entire home/apt,110,30,7,2021-03-24,0.27,1,51
12151600,Home with spectacular SF Bay views,8676376,Herbert,,Excelsior,37.72757,-122.41896,Entire home/apt,121,30,123,2020-11-01,2.02,5,213
12154878,Nob Hill Bungalow,65266850,Jim,,Nob Hill,37.79401,-122.42084,Entire home/apt,90,30,103,2021-03-03,1.75,1,180
12154955,Private Room #2 Close to the Ocean,7335923,Allen,,Outer Sunset,37.75676,-122.48438,Private room,45,30,1,2016-07-04,0.02,2,268
12156553,Charming Victorian Apartment,1154836,Ginger,,Noe Valley,37.75207,-122.4302,Entire home/apt,100,30,7,2019-10-01,0.12,3,310
12159120,Ultra Modern Home in Central Location-30 Day Min,4856574,Jeff,,Mission,37.75903,-122.41457,Entire home/apt,193,30,118,2021-03-23,1.96,6,265
12169644,Beautiful & Modern 1BR Loft in SoMa,9845255,Lynn,,South of Market,37.78727,-122.39025,Entire home/apt,220,30,5,2017-05-04,0.09,1,178
12176844,1912 Victorian With Epic Views Perched On Gardens,377744,Scott,,North Beach,37.79813,-122.40506,Entire home/apt,450,30,71,2019-12-15,1.20,2,201
12207073,Master Bedroom- Luxury Building Financial District,37976393,Carl,,South of Market,37.7885,-122.38951,Private room,169,30,26,2019-07-06,0.43,2,365
12212013,"Perfectly Located, Updated In-Law by Alamo Square!",12715408,Jason,,Western Addition,37.77758,-122.43087,Entire home/apt,129,1,261,2021-04-04,4.32,1,34
12212126,Monthly Broadway.Chinatown.Financial district.,204441,Gary,,Chinatown,37.79753,-122.40545,Private room,65,30,82,2020-01-23,1.35,18,365
12253459,Private Suite with Bathroom in Modern Mission Home,7231087,Graham,,Mission,37.7508,-122.41489,Private room,252,1,19,2020-03-06,0.38,4,0
12266059,3rd floor flat in North Beach,30347217,Eddie,,North Beach,37.79902,-122.4058,Entire home/apt,109,30,4,2020-03-29,0.12,2,362
12270642,Dbl Bed In a Shared Dorm @ SF Hostel #1,22931450,Sarah & Friends,,Financial District,37.7978,-122.40407,Shared room,72,1,94,2020-03-11,1.55,26,6
12291658,Mission Dolores APT  w/Private Deck,1479964,James,,Castro/Upper Market,37.75927,-122.43292,Entire home/apt,116,30,3,2020-10-31,0.07,16,177
12310120,Cozy room with bus to downtown & airport 小巧安静的房间S右,66385869,Bobby,,Outer Mission,37.72505,-122.44096,Private room,70,30,112,2020-02-02,1.86,5,89
12382688,Be Hip! Stay in my Modern studio,27287794,Charles & Emily,,Bernal Heights,37.74778,-122.41007,Entire home/apt,115,30,59,2018-03-31,0.98,1,0
